"NETWORK","PI","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","PERCENT_COVER","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"KEEN ONE","Dijkstra",2017,9,27,"Nubble Lighthouse","4","HJ/CHCR",1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Dijkstra",2017,9,27,"Nubble Lighthouse","4","NESP",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Dijkstra",2017,9,27,"Nubble Lighthouse","4","PORO",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"goat tang","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Polyidaceae","Polyides","Polyides rotunda"
"KEEN ONE","Dijkstra",2017,9,27,"Nubble Lighthouse","4","R",22.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Dijkstra",2017,9,27,"Nubble Lighthouse","4","S",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Dijkstra",2017,9,27,"Nubble Lighthouse","4","SL",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","B",8.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","BL",18.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","BM",12.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","BS",15,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","BUSP",2.5,"Invertebrate","Bryozoans","Bryozoans",NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugulina","Bugulina spicata"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","BUTU",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Crisularia","Crisularia turrita"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","C",27.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","CHCR",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","CLSP",1.25,"Invertebrate","Proifera","Sponges",NA,NA,"Animalia","Porifera","Demospongiae","Clionaida","Clionaidae","Cliona","Cliona"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","COF",12.5,"Algae","Chlorophyta","Green Algae",NA,"Green fleece","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae","Codium","Codium fragile"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","DIVE",1.25,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","EC",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Encrusting coralline"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","ES",2.5,"Invertebrate","Proifera","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,"Encrusting Sponge"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","HIRU",3.75,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","Hildenbrandia rubra"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","LADI",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","LESP",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Leptophytum","Leptophytum acervatum"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","LIGL",3.75,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Lithothamnion","Lithothamnion"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","LISP",21.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Lithophyllum","Lithophyllum"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","MAST",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","MEMA",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","P",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","PAPA",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","PHSP",6.25,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae","Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Phymatolithon","Phymatolithon"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","POLS",15,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Polysiphonia","Polysiphonia"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","S",11.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","SH",5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","SL",6.25,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,4,"Nahant","Canoe Beach 1","UFR",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Filamentous Red"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","ASDI",3.75,"Algae","Phaeophyta","Brown Algae",NA,"knotted wrack","Chromista","Ochrophyta","Phaeophyceae","Fucales","Fucaceae","Ascophyllum","Ascophyllum nodosum"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","BL",42.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","BOHA",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"hooked weed","Plantae","Rhodophyta","Florideophyceae","Bonnemaisoniales","Bonnemaisoniaceae","Bonnemaisonia","Bonnemaisonia hamifera"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","BS",12.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","BUTU",2.5,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Crisularia","Crisularia turrita"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","C",27.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","CHCR",15,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","CLSP",12.5,"Invertebrate","Proifera","Sponges",NA,NA,"Animalia","Porifera","Demospongiae","Clionaida","Clionaidae","Cliona","Cliona"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","CO",5,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Corallina","Corallina officinalis"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","CRSP",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Banded weed","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","Ceramium","Ceramium"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","DEAC",3.75,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","DIVE",18.75,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","FG",1.25,"Algae","Chlorophyta","Green Algae",NA,"Filamentous Green ",NA,NA,NA,NA,NA,NA,"Filamentous Green"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","FUSP",1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","HJ",23.75,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Dasyaceae","Dasysiphonia","Dasysiphonia japonica"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","MEMA",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","P",13.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","PAPA",17.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","RAT",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Red Algal Turf"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","S",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","SH",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","SL",20,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","SPRE",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Spermothamnion","Spermothamnion repens"
"KEEN ONE","Grabowski",2015,8,27,"Nahant","Canoe Beach 2","UFR",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Filamentous Red"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","BL",3.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","BM",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","BS",21.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","C",31.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","CF",3.75,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","CHCR",32.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","CLSP",12.5,"Invertebrate","Proifera","Sponges",NA,NA,"Animalia","Porifera","Demospongiae","Clionaida","Clionaidae","Cliona","Cliona"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","CO",5,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Corallina","Corallina officinalis"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","CRSP",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Banded weed","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","Ceramium","Ceramium"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","DEAC",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","DEVI",3.75,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","EC",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Encrusting coralline"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","FUSP",1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","HIRU",3.75,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","Hildenbrandia rubra"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","HJ",16.25,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Dasyaceae","Dasysiphonia","Dasysiphonia japonica"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","LIGL",21.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Lithothamnion","Lithothamnion"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","MAST",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","MEMA",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","P",33.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","PAPA",18.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","PHSP",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae","Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Phymatolithon","Phymatolithon"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","S",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","SL",32.5,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","TETE",1.25,"Invertebrate","Molluscs","Gastropods",NA,"Plate Limpet","Animalia","Mollusca","Gastropoda",NA,"Lottiidae","Testudinalia","Testudinalia testudinalis"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 1","UV",1.25,"Algae","Chlorophyta","Green Algae",NA,"Sea lettuce",NA,NA,NA,NA,NA,NA,"Blady Ulvoid"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","BL",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","BM",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","BS",20,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","BUTU",3.75,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Crisularia","Crisularia turrita"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","C",56.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","CHCR",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","CLSP",5,"Invertebrate","Proifera","Sponges",NA,NA,"Animalia","Porifera","Demospongiae","Clionaida","Clionaidae","Cliona","Cliona"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","DEAC",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","DIAT",2.5,"Algae","Phaeophyta","Brown Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Diatom Tube Mat"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","HAPA",1.25,"Invertebrate","Proifera","Sponges",NA,"Breadcrumb Sponge","Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria (Halichondria) panicea"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","HATO",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Hairy Shoelace","Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Halosiphonaceae","Halosiphon","Halosiphon tomentosus"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","HIRU",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","Hildenbrandia rubra"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","LIGL",10,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Lithothamnion","Lithothamnion"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","MAST",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","MEMA",8.75,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","P",11.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","PAPA",33.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","PHSP",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae","Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Phymatolithon","Phymatolithon"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","POLS",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Polysiphonia","Polysiphonia"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","PTSE",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"northern sea fern","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Ptilota","Ptilota serrata"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","RAT",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Red Algal Turf"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","S",3.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","SL",8.75,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,7,"Nahant","Pumphouse Beach 2","UV",6.25,"Algae","Chlorophyta","Green Algae",NA,"Sea lettuce",NA,NA,NA,NA,NA,NA,"Blady Ulvoid"
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","B",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","BL",5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","BM",26.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","BOVI",1.25,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus"
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","BS",31.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","C",33.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","CF",11.25,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","CHCR",28.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","CLCI",26.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Clathromorphum","Clathromorphum circumscriptum"
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","CO",30,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Corallina","Corallina officinalis"
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","COF",1.25,"Algae","Chlorophyta","Green Algae",NA,"Green fleece","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae","Codium","Codium fragile"
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","COPE",6.25,"Algae","Phaeophyta","Brown Algae",NA,"Sea Potato","Chromista","Ochrophyta","Phaeophyceae","Scytosiphonales","Scytosiphonaceae","Colpomenia","Colpomenia peregrina"
"KEEN ONE","Grabowski",2016,8,16,"Nahant","Canoe Beach 1","DIVE",2.5,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
