"NETWORK","PI","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","BLADE_LENGTH_CM","WIDTH_CM","STIPE_LENGTH_CM","WET_WEIGHT","DRY_WEIGHT","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 1","SL",53,20,25.5,22.5904010332722,2.35111834835898,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 1","SL",76.8,15,14.9,29.799458240149,2.95414303344533,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 1","SL",101,22,9,41.2124067396772,3.85937358029176,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 1","SL",95.5,23,12,39.558161185181,3.73121263163537,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 1","SL",79,14,4,24.9495876930727,2.55174153486739,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 2","SL",171,28,10.5,100.596846327579,8.05379801564501,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 2","SL",141,28,4,67.4254715456258,5.79109327888836,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 2","SL",138.5,20,11,71.1994793338296,6.05701817786625,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 2","SL",111,25.5,8.5,47.7678637744153,4.35877466447797,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 2","SL",140,23,6.5,68.6734490042424,5.87931102521651,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 2","SL",58.5,14.5,6.5,16.1390443103315,1.78188916035218,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 2","SL",62.5,11,3.5,16.5841610114762,1.82230474634416,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 2","SL",33,10,1.5,5.21987183585115,0.702695570090817,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 2","SL",23.5,7.5,1,2.83635231106406,0.42500686287008,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2015,8,25,"Nahant","Pumphouse Beach 2","SL",16,3,1,1.47885703053003,0.248450817752643,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 1","SL",23,13.5,5,3.5983369153797,0.517113782494903,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 1","SL",91,19,3.7,31.5589012894188,3.09719881318793,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 1","SL",48,11.7,3.1,10.5116830251433,1.25135711510469,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 1","SL",88,24.5,7,31.7372780744368,3.11162277223541,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 1","SL",83.9,19.5,5,28.1974055407369,2.8225890467059,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 1","SL",94.3,16.8,6.8,35.4595134060676,3.40949778455468,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 1","SL",57.5,17.6,5.9,15.4379372014898,1.71782961198296,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 1","SL",69.9,21,8.1,22.3346316541385,2.32915256279804,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 1","SL",67.4,26.5,4.2,19.1743750623204,2.05389479724585,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 1","SL",41.5,21,0.8,7.50593409965054,0.947992638047719,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",125.5,26.5,23,70.3530212926113,5.99759485712885,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",67.4,25.5,18.7,26.6343331863547,2.69296429005005,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",76.6,26.5,22.3,34.0962019007342,3.30106683514556,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",90.7,27.4,4.6,31.9160959010238,3.12606810978002,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",126,25.4,11.5,61.3368714476607,5.35645707087083,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",82.1,21.7,12.3,31.3809658501781,3.08279626857294,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",109,24.2,5,43.9208420193594,4.0672811281822,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",139.1,25.3,4.5,66.2697640544306,5.70914189692359,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",68.5,24.5,6.5,20.8269360633851,2.19875054919233,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",73.5,18.9,5.4,22.7959361644256,2.36873830296441,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,18,"Nahant","Canoe Beach 2","SL",122.2,24.8,17.3,62.9357555608652,5.47129933880388,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","SL",77,17,2,22.8474475552624,2.37314984990435,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",154,7,14,272.384512917699,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",131,47,15,193.014193363905,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","SL",52,6,12,15.6992507484471,1.74176414757305,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","SL",45,7,4,9.75428918683068,1.1765462571231,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",130,80,15,189.785975761618,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","SL",137,15,4,64.1467519901582,5.55793983889272,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",89,40,18,90.0246893899893,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",126,85,20,193.014193363905,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","SL",58,12,6,15.6992507484471,1.74176414757305,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","SL",70,20,4,20.3346703798524,2.15581932815103,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",90,36,5,67.2329864100213,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",35,21,2,6.64622062494171,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",60,39,5,26.4924163261173,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",91,37,4,67.2329864100213,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",175,90,17,378.00752737261,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","SL",42,9,2,8.05190944372742,1.00448382267045,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","SL",23,15,14,5.91291566426895,0.778752219919123,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","SL",43,6,3,8.71566779687037,1.07226522079026,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","LADI",65,20,5,31.7764957813659,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","3","SL",35,8,1.5,5.7712793594002,0.763342042990357,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","SL",110,27,11,48.8415842317082,4.43938360694087,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","LADI",110,41,19,142.445623606099,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","SL",80,22,19,34.1576614064909,3.30597119993433,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","LADI",155,36,14,276.380669539504,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","SL",25,9,1.5,3.26204809408518,0.476934955429495,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","SL",85,19,14,34.1576614064909,3.30597119993433,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","SL",40,14,3,7.72870979449003,0.971127217784924,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","SL",71,18,5,21.3243613823706,2.24195108074435,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","LADI",58,17,18,38.88262166634,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","LADI",41,19,2,9.61049682633099,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","LADI",40,12,5,10.7448345568872,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","LADI",140,42,16,227.089983950778,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","LADI",62,42,7,30.6740030464079,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","SL",30,5,NA,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","SL",65,15,2.5,17.2617783445984,1.88346783234188,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","LADI",39,16,3,9.07124687251559,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","SL",120,17,1,48.8415842317082,4.43938360694087,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","LADI",31,9,2,5.01921688839517,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","SL",28,8,4,4.56502829570098,0.629181990710415,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,8,1,"Pemaquid","4","LADI",143,41,12,223.534171736817,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",155,45,36,373.194203281735,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","SL",104,26,16,48.1246066600703,4.38559189383985,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",103,40,31,156.379128492818,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",142,55,38,322.637733080165,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",125,36,20,189.785975761618,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",85,30,10,67.2329864100213,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","SL",120,22,15,59.3637035834303,5.21400293065621,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",105,24,10,107.450755348199,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",78,19,8,52.6627522035644,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","SL",155,19,12,86.7255302825481,7.12658486419865,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",66,21,7,35.2234210166306,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",105,21,10,107.450755348199,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",64,23,6,31.7764957813659,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","SL",54,14,11,16.1390443103315,1.78188916035218,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","SL",31,11,4,5.35544381569756,0.717706570525931,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","SL",35,14,8,7.72870979449003,0.971127217784924,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","LADI",36,17,7,9.61049682633099,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Grabowski",2016,7,17,"Pemaquid","1","SL",29,7,4,4.82234251117612,0.658275880568249,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
