"","X","YEAR","MONTH","DAY","SITE","TRANSECT","SIDE","SP_CODE","PERCENT_COVER","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"3054",153,2016,8,4,"BAKER_NORTH","4","O","HJ",36.25,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"3055",154,2016,8,4,"BAKER_NORTH","4","O","LISP",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithophyllum "
"3056",155,2016,8,4,"BAKER_NORTH","4","O","MAST",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"3057",156,2016,8,4,"BAKER_NORTH","4","O","P",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058",157,2016,8,4,"BAKER_NORTH","4","O","S",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059",158,2016,8,4,"BAKER_NORTH","4","O","SL",15,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"3060",159,2016,8,4,"BAKER_NORTH","4","O","SPRE",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Spermothamnion","Spermothamnion repens"
"3061",160,2016,8,3,"BAKER_SOUTH","1","I","B",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3062",161,2016,8,3,"BAKER_SOUTH","1","I","BL",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3063",162,2016,8,3,"BAKER_SOUTH","1","I","BM",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3064",163,2016,8,3,"BAKER_SOUTH","1","I","BS",18.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065",164,2016,8,3,"BAKER_SOUTH","1","I","BUSP",3.75,"Invertebrate","Bryozoans","Bryozoans",NA,NA,NA,NA,NA,NA,NA,NA,"Bugula sp"
"3066",165,2016,8,3,"BAKER_SOUTH","1","I","BUTU",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan",NA,NA,NA,NA,NA,NA,"Bugula turrita"
"3067",166,2016,8,3,"BAKER_SOUTH","1","I","C",8.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3068",167,2016,8,3,"BAKER_SOUTH","1","I","CF",5,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"3069",168,2016,8,3,"BAKER_SOUTH","1","I","CHCR",12.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"3070",169,2016,8,3,"BAKER_SOUTH","1","I","DIVE",10,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"3071",170,2016,8,3,"BAKER_SOUTH","1","I","HJ",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"3072",171,2016,8,3,"BAKER_SOUTH","1","I","ISRU",1.25,"Invertebrate","Molluscs","Gastropods",NA,"Red Chition ",NA,NA,NA,NA,NA,NA,"Ischnochiton ruber"
"3073",172,2016,8,3,"BAKER_SOUTH","1","I","LIGL",8.75,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithothamnion "
"3074",173,2016,8,3,"BAKER_SOUTH","1","I","MEMA",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"3075",174,2016,8,3,"BAKER_SOUTH","1","I","P",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3076",175,2016,8,3,"BAKER_SOUTH","1","I","PHSP",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae",NA,NA,NA,NA,NA,NA,"Phymatolithon "
"3077",176,2016,8,3,"BAKER_SOUTH","1","I","POLS",13.75,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"3078",177,2016,8,3,"BAKER_SOUTH","1","I","SH",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3079",178,2016,8,3,"BAKER_SOUTH","1","I","SL",30,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"3080",179,2016,8,3,"BAKER_SOUTH","1","I","SPRE",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Spermothamnion","Spermothamnion repens"
"3081",180,2016,8,3,"BAKER_SOUTH","1","I","TETE",1.25,"Invertebrate","Molluscs","Gastropods",NA,"Plate Limpet",NA,NA,NA,NA,NA,NA,"Tectura testudinalis"
"3082",181,2016,8,3,"BAKER_SOUTH","1","I","TRIN",2.5,"Invertebrate","Bryozoans","Bryozoans",NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Tricellaria inopinata"
"3083",182,2016,8,3,"BAKER_SOUTH","1","O","B",7.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084",183,2016,8,3,"BAKER_SOUTH","1","O","BM",3.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3085",184,2016,8,3,"BAKER_SOUTH","1","O","BOHA",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"hooked weed",NA,NA,NA,NA,NA,NA,"Bonnemasonia hamifera"
"3086",185,2016,8,3,"BAKER_SOUTH","1","O","BOVI",1.25,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus"
"3087",186,2016,8,3,"BAKER_SOUTH","1","O","BS",20,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3088",187,2016,8,3,"BAKER_SOUTH","1","O","BUSP",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,NA,NA,NA,NA,NA,NA,NA,"Bugula sp"
"3089",188,2016,8,3,"BAKER_SOUTH","1","O","BUTU",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan",NA,NA,NA,NA,NA,NA,"Bugula turrita"
"3090",189,2016,8,3,"BAKER_SOUTH","1","O","C",12.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091",190,2016,8,3,"BAKER_SOUTH","1","O","CF",7.5,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"3092",191,2016,8,3,"BAKER_SOUTH","1","O","CHCR",12.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"3093",192,2016,8,3,"BAKER_SOUTH","1","O","CO",5,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed",NA,NA,NA,NA,NA,NA,"Corralina officinalis"
"3094",193,2016,8,3,"BAKER_SOUTH","1","O","DIVE",7.5,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"3095",194,2016,8,3,"BAKER_SOUTH","1","O","EC",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Encrusting coralline"
"3096",195,2016,8,3,"BAKER_SOUTH","1","O","HAPA",1.25,"Invertebrate","Proifera","Sponges",NA,"Breadcrumb Sponge",NA,NA,NA,NA,NA,NA,"Halichondria panicea"
"3097",196,2016,8,3,"BAKER_SOUTH","1","O","HJ",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"3098",197,2016,8,3,"BAKER_SOUTH","1","O","ISRU",1.25,"Invertebrate","Molluscs","Gastropods",NA,"Red Chition ",NA,NA,NA,NA,NA,NA,"Ischnochiton ruber"
"3099",198,2016,8,3,"BAKER_SOUTH","1","O","LESP",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Leptophytum "
"3100",199,2016,8,3,"BAKER_SOUTH","1","O","LIGL",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithothamnion "
"3101",200,2016,8,3,"BAKER_SOUTH","1","O","LISP",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithophyllum "
"3102",201,2016,8,3,"BAKER_SOUTH","1","O","LIVE",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,NA,NA,NA,NA,NA,NA,NA,"Lichenopora verrucaria"
"3103",202,2016,8,3,"BAKER_SOUTH","1","O","MAST",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"3104",203,2016,8,3,"BAKER_SOUTH","1","O","MEMA",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"3105",204,2016,8,3,"BAKER_SOUTH","1","O","MOMO",1.25,"Invertebrate","Molluscs","Bivalves",NA,"Northern Horse Mussel","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolus","Modiolus modiolus"
"3106",205,2016,8,3,"BAKER_SOUTH","1","O","P",5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3107",206,2016,8,3,"BAKER_SOUTH","1","O","PAPA",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"3108",207,2016,8,3,"BAKER_SOUTH","1","O","PHSP",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae",NA,NA,NA,NA,NA,NA,"Phymatolithon "
"3109",208,2016,8,3,"BAKER_SOUTH","1","O","POLS",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"3110",209,2016,8,3,"BAKER_SOUTH","1","O","SH",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3111",210,2016,8,3,"BAKER_SOUTH","1","O","SL",26.25,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"3112",211,2016,8,3,"BAKER_SOUTH","1","O","TRIN",3.75,"Invertebrate","Bryozoans","Bryozoans",NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Tricellaria inopinata"
"3113",212,2016,8,3,"BAKER_SOUTH","2","I","B",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114",213,2016,8,3,"BAKER_SOUTH","2","I","BM",18.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115",214,2016,8,3,"BAKER_SOUTH","2","I","BS",8.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3116",215,2016,8,3,"BAKER_SOUTH","2","I","BUTU",2.5,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan",NA,NA,NA,NA,NA,NA,"Bugula turrita"
"3117",216,2016,8,3,"BAKER_SOUTH","2","I","CF",1.25,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"3118",217,2016,8,3,"BAKER_SOUTH","2","I","CHCR",11.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"3119",218,2016,8,3,"BAKER_SOUTH","2","I","CLCI",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Clathromorphum","Clathromorphum circumscriptum"
"3120",219,2016,8,3,"BAKER_SOUTH","2","I","CO",5,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed",NA,NA,NA,NA,NA,NA,"Corralina officinalis"
"3121",220,2016,8,3,"BAKER_SOUTH","2","I","DIVE",1.25,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"3122",221,2016,8,3,"BAKER_SOUTH","2","I","HJ",43.75,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"3123",222,2016,8,3,"BAKER_SOUTH","2","I","LIGL",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithothamnion "
"3124",223,2016,8,3,"BAKER_SOUTH","2","I","MEMA",5,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"3125",224,2016,8,3,"BAKER_SOUTH","2","I","P",13.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126",225,2016,8,3,"BAKER_SOUTH","2","I","PAPA",10,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"3127",226,2016,8,3,"BAKER_SOUTH","2","I","S",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3128",227,2016,8,3,"BAKER_SOUTH","2","I","SL",33.75,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"3129",228,2016,8,3,"BAKER_SOUTH","2","O","B",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3130",229,2016,8,3,"BAKER_SOUTH","2","O","BL",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131",230,2016,8,3,"BAKER_SOUTH","2","O","BM",16.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3132",231,2016,8,3,"BAKER_SOUTH","2","O","BS",7.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133",232,2016,8,3,"BAKER_SOUTH","2","O","BUTU",7.5,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan",NA,NA,NA,NA,NA,NA,"Bugula turrita"
"3134",233,2016,8,3,"BAKER_SOUTH","2","O","CF",3.75,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"3135",234,2016,8,3,"BAKER_SOUTH","2","O","CHCR",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"3136",235,2016,8,3,"BAKER_SOUTH","2","O","CLCI",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Clathromorphum","Clathromorphum circumscriptum"
"3137",236,2016,8,3,"BAKER_SOUTH","2","O","CO",5,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed",NA,NA,NA,NA,NA,NA,"Corralina officinalis"
"3138",237,2016,8,3,"BAKER_SOUTH","2","O","DIVE",1.25,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"3139",238,2016,8,3,"BAKER_SOUTH","2","O","HJ",30,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"3140",239,2016,8,3,"BAKER_SOUTH","2","O","ISRU",1.25,"Invertebrate","Molluscs","Gastropods",NA,"Red Chition ",NA,NA,NA,NA,NA,NA,"Ischnochiton ruber"
"3141",240,2016,8,3,"BAKER_SOUTH","2","O","LIGL",7.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithothamnion "
"3142",241,2016,8,3,"BAKER_SOUTH","2","O","P",15,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3143",242,2016,8,3,"BAKER_SOUTH","2","O","PAPA",17.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"3144",243,2016,8,3,"BAKER_SOUTH","2","O","S",7.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145",244,2016,8,3,"BAKER_SOUTH","2","O","SL",32.5,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"3146",245,2016,8,3,"BAKER_SOUTH","2","O","SPRE",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Spermothamnion","Spermothamnion repens"
"3147",246,2016,8,3,"BAKER_SOUTH","3","I","ANSP",1.25,"Invertebrate","Molluscs","Bivalves",NA,"jingle shell",NA,NA,NA,NA,NA,NA,"Anomia "
"3148",247,2016,8,3,"BAKER_SOUTH","3","I","BOVI",1.25,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus"
"3149",248,2016,8,3,"BAKER_SOUTH","3","I","BS",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3150",249,2016,8,3,"BAKER_SOUTH","3","I","BUSP",3.75,"Invertebrate","Bryozoans","Bryozoans",NA,NA,NA,NA,NA,NA,NA,NA,"Bugula sp"
"3151",250,2016,8,3,"BAKER_SOUTH","3","I","C",18.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3152",251,2016,8,3,"BAKER_SOUTH","3","I","CF",12.5,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"3153",252,2016,8,3,"BAKER_SOUTH","3","I","CHCR",5,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"3154",253,2016,8,3,"BAKER_SOUTH","3","I","COTR",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Coccotylus","Coccotylus truncatus"
"3155",254,2016,8,3,"BAKER_SOUTH","3","I","CYPU",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"3156",255,2016,8,3,"BAKER_SOUTH","3","I","HJ",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"3157",256,2016,8,3,"BAKER_SOUTH","3","I","LIGL",3.75,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithothamnion "
"3158",257,2016,8,3,"BAKER_SOUTH","3","I","MAST",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"3159",258,2016,8,3,"BAKER_SOUTH","3","I","MEMA",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"3160",259,2016,8,3,"BAKER_SOUTH","3","I","P",21.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3161",260,2016,8,3,"BAKER_SOUTH","3","I","PAPA",16.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"3162",261,2016,8,3,"BAKER_SOUTH","3","I","PHSP",3.75,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae",NA,NA,NA,NA,NA,NA,"Phymatolithon "
"3163",262,2016,8,3,"BAKER_SOUTH","3","I","POLS",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"3164",263,2016,8,3,"BAKER_SOUTH","3","I","S",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3165",264,2016,8,3,"BAKER_SOUTH","3","I","SH",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3166",265,2016,8,3,"BAKER_SOUTH","3","I","SL",27.5,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"3167",266,2016,8,3,"BAKER_SOUTH","3","O","B",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3168",267,2016,8,3,"BAKER_SOUTH","3","O","BS",13.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3169",268,2016,8,3,"BAKER_SOUTH","3","O","BUSP",2.5,"Invertebrate","Bryozoans","Bryozoans",NA,NA,NA,NA,NA,NA,NA,NA,"Bugula sp"
"3170",269,2016,8,3,"BAKER_SOUTH","3","O","C",13.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3171",270,2016,8,3,"BAKER_SOUTH","3","O","CF",8.75,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"3172",271,2016,8,3,"BAKER_SOUTH","3","O","CHCR",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"3173",272,2016,8,3,"BAKER_SOUTH","3","O","CO",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed",NA,NA,NA,NA,NA,NA,"Corralina officinalis"
"3174",273,2016,8,3,"BAKER_SOUTH","3","O","CYPU",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"3175",274,2016,8,3,"BAKER_SOUTH","3","O","DIVE",6.25,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"3176",275,2016,8,3,"BAKER_SOUTH","3","O","EC",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Encrusting coralline"
"3177",276,2016,8,3,"BAKER_SOUTH","3","O","HJ",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"3178",277,2016,8,3,"BAKER_SOUTH","3","O","P",18.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3179",278,2016,8,3,"BAKER_SOUTH","3","O","PAPA",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"3180",279,2016,8,3,"BAKER_SOUTH","3","O","PHSP",5,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae",NA,NA,NA,NA,NA,NA,"Phymatolithon "
"3181",280,2016,8,3,"BAKER_SOUTH","3","O","POLS",8.75,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"3182",281,2016,8,3,"BAKER_SOUTH","3","O","SH",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3183",282,2016,8,3,"BAKER_SOUTH","3","O","SL",25,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"3184",283,2016,8,3,"BAKER_SOUTH","3","O","TRIN",2.5,"Invertebrate","Bryozoans","Bryozoans",NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Tricellaria inopinata"
"3185",284,2016,8,3,"BAKER_SOUTH","3","O","UFR",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Filamentous Red"
"3186",285,2016,8,3,"BAKER_SOUTH","4","I","BM",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3187",286,2016,8,3,"BAKER_SOUTH","4","I","CF",30,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"3188",287,2016,8,3,"BAKER_SOUTH","4","I","CHCR",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"3189",288,2016,8,3,"BAKER_SOUTH","4","I","CLCI",17.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Clathromorphum","Clathromorphum circumscriptum"
"3190",289,2016,8,3,"BAKER_SOUTH","4","I","CO",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed",NA,NA,NA,NA,NA,NA,"Corralina officinalis"
