"","X","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","NOTES"
"2477",673,2016,8,8,"NE_APPLEDORE","BROAD_COVE","HESA","20-0","O",6,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2478",674,2016,8,8,"NE_APPLEDORE","BROAD_COVE","PHGU","20-0","O",5,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2479",675,2016,8,8,"NE_APPLEDORE","BROAD_COVE","MYSP","20-0","O",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2480",676,2016,8,8,"NE_APPLEDORE","BROAD_COVE","CEBO","20-0","O",NA,20,"Invertebrate","Cnidarians","Anthozoa",NA,"Northern cerianthid",NA,NA,NA,NA,NA,NA,"Cerianthus borealis",NA
"2481",677,2016,8,9,"NW_APPLEDORE","SANDPIPER","CABO","0-20","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2482",678,2016,8,9,"NW_APPLEDORE","SANDPIPER","CAIR","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2483",679,2016,8,9,"NW_APPLEDORE","SANDPIPER","HOAM","0-20","I",10,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2484",680,2016,8,9,"NW_APPLEDORE","SANDPIPER","ASRU","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2485",681,2016,8,9,"NW_APPLEDORE","SANDPIPER","ASFO","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2486",682,2016,8,9,"NW_APPLEDORE","SANDPIPER","HESA","0-20","I",31,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2487",683,2016,8,9,"NW_APPLEDORE","SANDPIPER","PHGU","0-20","I",6,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2488",684,2016,8,9,"NW_APPLEDORE","SANDPIPER","MYSP","0-20","I",3,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2489",685,2016,8,9,"NW_APPLEDORE","SANDPIPER","TAADS","0-20","I",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2490",686,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","CABO","0-20","I",5,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2491",687,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","CAIR","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2492",688,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","HOAM","0-20","I",9,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2493",689,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","ASRU","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2494",690,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","ASFO","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2495",691,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","HESA","0-20","I",29,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2496",692,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","PHGU","0-20","I",3,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2497",693,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","MYSP","0-20","I",2,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2498",694,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CABO","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2499",695,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CAIR","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2500",696,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","HOAM","0-20","I",3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2501",697,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","ASRU","0-20","I",2,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2502",698,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","ASFO","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2503",699,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","HESAS","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2504",700,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","HESA","0-20","I",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2505",701,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CAIS","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2506",702,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CAIS","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"2507",703,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","PHGU","0-20","I",NA,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2508",704,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","MYSP","0-20","I",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2509",705,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","CABO","0-20","I",8,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2510",706,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","CAIR","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2511",707,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","HOAM","0-20","I",8,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2512",708,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","ASRU","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2513",709,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","ASFO","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2514",710,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","HESA","0-20","I",3,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2515",711,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","PHGU","0-20","I",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2516",712,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","MYSP","0-20","I",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2517",713,2016,8,9,"NW_APPLEDORE","SANDPIPER","CABO","20-40","I",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2518",714,2016,8,9,"NW_APPLEDORE","SANDPIPER","CAIR","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2519",715,2016,8,9,"NW_APPLEDORE","SANDPIPER","HOAM","20-40","I",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2520",716,2016,8,9,"NW_APPLEDORE","SANDPIPER","ASRU","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2521",717,2016,8,9,"NW_APPLEDORE","SANDPIPER","ASFO","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2522",718,2016,8,9,"NW_APPLEDORE","SANDPIPER","HESA","20-40","I",6,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2523",719,2016,8,9,"NW_APPLEDORE","SANDPIPER","PHGU","20-40","I",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2524",720,2016,8,9,"NW_APPLEDORE","SANDPIPER","MYSP","20-40","I",4,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2525",721,2016,8,9,"NW_APPLEDORE","SANDPIPER","TAADS","20-40","I",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2526",722,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","CABO","20-40","I",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2527",723,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","CAIR","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2528",724,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","HOAM","20-40","I",11,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2529",725,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","ASRU","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2530",726,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","ASFO","20-40","I",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2531",727,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","HESA","20-40","I",4,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2532",728,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","PHGU","20-40","I",4,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2533",729,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","MYSP","20-40","I",3,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2534",730,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CABO","20-40","I",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2535",731,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CAIR","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2536",732,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","HOAM","20-40","I",8,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2537",733,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","ASRU","20-40","I",4,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2538",734,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","ASFO","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2539",735,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","HESAS","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2540",736,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","HESA","20-40","I",5,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2541",737,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CAIS","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2542",738,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CAIS","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"2543",739,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","PHGU","20-40","I",2,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2544",740,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","MYSP","20-40","I",2,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2545",741,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","CABO","20-40","I",8,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2546",742,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","CAIR","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2547",743,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","HOAM","20-40","I",7,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2548",744,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","ASRU","20-40","I",7,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2549",745,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","ASFO","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2550",746,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","HESA","20-40","I",3,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2551",747,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","PHGU","20-40","I",NA,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2552",748,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","MYSP","20-40","I",2,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2553",749,2016,8,9,"NW_APPLEDORE","SANDPIPER","CABO","40-20","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2554",750,2016,8,9,"NW_APPLEDORE","SANDPIPER","CAIR","40-20","O",6,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2555",751,2016,8,9,"NW_APPLEDORE","SANDPIPER","HOAM","40-20","O",5,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2556",752,2016,8,9,"NW_APPLEDORE","SANDPIPER","ASRU","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2557",753,2016,8,9,"NW_APPLEDORE","SANDPIPER","ASFO","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2558",754,2016,8,9,"NW_APPLEDORE","SANDPIPER","HESA","40-20","O",3,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2559",755,2016,8,9,"NW_APPLEDORE","SANDPIPER","PHGU","40-20","O",7,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2560",756,2016,8,9,"NW_APPLEDORE","SANDPIPER","MYSP","40-20","O",2,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2561",757,2016,8,9,"NW_APPLEDORE","SANDPIPER","TAADS","40-20","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2562",758,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","CABO","40-20","O",3,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2563",759,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","CAIR","40-20","O",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2564",760,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","HOAM","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2565",761,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","ASRU","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2566",762,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","ASFO","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2567",763,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","HESA","40-20","O",7,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2568",764,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","PHGU","40-20","O",4,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2569",765,2016,8,9,"NW_APPLEDORE","MAGIC_8_BALL","MYSP","40-20","O",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2570",766,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CABO","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2571",767,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CAIR","40-20","O",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2572",768,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","HOAM","40-20","O",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2573",769,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","ASRU","40-20","O",4,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2574",770,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","ASFO","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2575",771,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","HESAS","40-20","O",5,20,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2576",772,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","HESA","40-20","O",10,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2577",773,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CAIS","40-20","O",3,20,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2578",774,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","CAIS","40-20","O",3,20,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"2579",775,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","PHGU","40-20","O",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2580",776,2016,8,11,"NW_APPLEDORE","NORTH_HEAD","MYSP","40-20","O",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"2581",777,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","CABO","40-20","O",7,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"2582",778,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","CAIR","40-20","O",6,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"2583",779,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","HOAM","40-20","O",7,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"2584",780,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","ASRU","40-20","O",4,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"2585",781,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","ASFO","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"2586",782,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","HESA","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"2587",783,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","PHGU","40-20","O",4,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"2588",784,2016,8,11,"NW_APPLEDORE","LARUS_LEDGE","MYSP","40-20","O",3,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
