"","X","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","NOTES"
"1666",158,2016,8,29,"CALF_ISLAND","2","PHGU",24,"I",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1667",159,2016,8,29,"CALF_ISLAND","2","LADI",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1668",160,2016,8,29,"CALF_ISLAND","2","HATO",24,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Hairy Shoelace","Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Halosiphonaceae","Halosiphon","Halosiphon tomentosus",NA
"1669",161,2016,8,25,"CALF_ISLAND","3","SL",24,"I",8,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1670",162,2016,8,25,"CALF_ISLAND","3","HESA",24,"I",5,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1671",163,2016,8,25,"CALF_ISLAND","3","PHGU",24,"I",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1672",164,2016,8,25,"CALF_ISLAND","3","LADI",24,"I",8,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1673",165,2016,8,25,"CALF_ISLAND","3","HESAS",24,"I",2,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1674",166,2016,9,1,"CALF_ISLAND","4","SL",24,"I",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1675",167,2016,9,1,"CALF_ISLAND","4","SLJ",24,"I",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1676",168,2016,9,1,"CALF_ISLAND","4","HOAM",24,"I",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1677",169,2016,9,1,"CALF_ISLAND","4","HESA",24,"I",4,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1678",170,2016,9,1,"CALF_ISLAND","4","LADI",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1679",171,2016,8,30,"CALF_ISLAND","1","SL",32,"O",7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1680",172,2016,8,30,"CALF_ISLAND","1","SLJ",32,"O",3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1681",173,2016,8,30,"CALF_ISLAND","1","BLD",32,"O",1,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"1682",174,2016,8,30,"CALF_ISLAND","1","DEVI",32,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"1683",175,2016,8,30,"CALF_ISLAND","1","AGCL",32,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"1684",176,2016,8,30,"CALF_ISLAND","1","HESA",32,"O",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1685",177,2016,8,30,"CALF_ISLAND","1","HESAS",32,"O",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1686",178,2016,8,29,"CALF_ISLAND","2","SL",32,"O",7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1687",179,2016,8,29,"CALF_ISLAND","2","SLJ",32,"O",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1688",180,2016,8,29,"CALF_ISLAND","2","CABO",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1689",181,2016,8,29,"CALF_ISLAND","2","HOAM",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1690",182,2016,8,29,"CALF_ISLAND","2","ASFOS",32,"O",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1691",183,2016,8,29,"CALF_ISLAND","2","MYSP",32,"O",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1692",184,2016,8,25,"CALF_ISLAND","3","SL",32,"O",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1693",185,2016,8,25,"CALF_ISLAND","3","CAIR",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1694",186,2016,8,25,"CALF_ISLAND","3","ASFOS",32,"O",2,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1695",187,2016,8,25,"CALF_ISLAND","3","HESA",32,"O",4,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1696",188,2016,8,25,"CALF_ISLAND","3","MYSP",32,"O",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1697",189,2016,8,25,"CALF_ISLAND","3","LADI",32,"O",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1698",190,2016,9,1,"CALF_ISLAND","4","SL",32,"O",8,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1699",191,2016,9,1,"CALF_ISLAND","4","SLJ",32,"O",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1700",192,2016,9,1,"CALF_ISLAND","4","DEAC",32,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1701",193,2016,9,1,"CALF_ISLAND","4","HOAM",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1702",194,2016,9,1,"CALF_ISLAND","4","HESA",32,"O",3,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1703",195,2016,9,1,"CALF_ISLAND","4","PHGU",32,"O",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1704",196,2016,9,1,"CALF_ISLAND","4","LADI",32,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1705",197,2016,8,30,"CALF_ISLAND","1","SL",40,"I",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1706",198,2016,8,30,"CALF_ISLAND","1","SLJ",40,"I",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1707",199,2016,8,30,"CALF_ISLAND","1","AGCL",40,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"1708",200,2016,8,30,"CALF_ISLAND","1","HESA",40,"I",4,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1709",201,2016,8,30,"CALF_ISLAND","1","HESAS",40,"I",2,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1710",202,2016,8,29,"CALF_ISLAND","2","SL",40,"I",12,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1711",203,2016,8,29,"CALF_ISLAND","2","SLJ",40,"I",3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1712",204,2016,8,29,"CALF_ISLAND","2","DEVI",40,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"1713",205,2016,8,29,"CALF_ISLAND","2","MYSP",40,"I",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1714",206,2016,8,29,"CALF_ISLAND","2","SADE",40,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea",NA
"1715",207,2016,8,29,"CALF_ISLAND","2","HATO",40,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Hairy Shoelace","Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Halosiphonaceae","Halosiphon","Halosiphon tomentosus",NA
"1716",208,2016,8,29,"CALF_ISLAND","2","STCL",40,"I",1,1,"Invertebrate","Chordates","Tunicates",NA,"club tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Styela clava",NA
"1717",209,2016,8,25,"CALF_ISLAND","3","SL",40,"I",10,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1718",210,2016,8,25,"CALF_ISLAND","3","SLJ",40,"I",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1719",211,2016,8,25,"CALF_ISLAND","3","CABO",40,"I",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1720",212,2016,8,25,"CALF_ISLAND","3","HESA",40,"I",2,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1721",213,2016,8,25,"CALF_ISLAND","3","LADI",40,"I",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1722",214,2016,8,25,"CALF_ISLAND","3","HESAS",40,"I",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1723",215,2016,9,1,"CALF_ISLAND","4","SL",40,"I",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1724",216,2016,9,1,"CALF_ISLAND","4","HESA",40,"I",5,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1725",217,2016,9,1,"LITTLE_BREWSTER","4","SL",0,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1726",218,2016,9,1,"LITTLE_BREWSTER","4","HOAM",0,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1727",219,2016,9,1,"LITTLE_BREWSTER","4","HESA",0,"O",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1728",220,2016,9,1,"LITTLE_BREWSTER","4","LADI",0,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1729",221,2016,8,25,"LITTLE_BREWSTER","1","SL",0,"O",20,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1730",222,2016,8,25,"LITTLE_BREWSTER","1","SLJ",0,"O",7,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1731",223,2016,8,25,"LITTLE_BREWSTER","1","ASFOS",0,"O",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1732",224,2016,8,30,"LITTLE_BREWSTER","3","HOAM",0,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1733",225,2016,8,30,"LITTLE_BREWSTER","3","HESA",0,"O",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1734",226,2016,8,29,"LITTLE_BREWSTER","2","SL",0,"O",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1735",227,2016,8,29,"LITTLE_BREWSTER","2","CABO",0,"O",2,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1736",228,2016,8,29,"LITTLE_BREWSTER","2","HESA",0,"O",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1737",229,2016,9,1,"LITTLE_BREWSTER","4","SL",8,"I",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1738",230,2016,9,1,"LITTLE_BREWSTER","4","SLJ",8,"I",4,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1739",231,2016,9,1,"LITTLE_BREWSTER","4","HOAM",8,"I",2,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1740",232,2016,9,1,"LITTLE_BREWSTER","4","ASFO",8,"I",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1741",233,2016,8,25,"LITTLE_BREWSTER","1","SL",8,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1742",234,2016,8,25,"LITTLE_BREWSTER","1","PHGU",8,"I",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1743",235,2016,8,25,"LITTLE_BREWSTER","1","MYSP",8,"I",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1744",236,2016,8,30,"LITTLE_BREWSTER","3","SL",8,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1745",237,2016,8,30,"LITTLE_BREWSTER","3","SLJ",8,"I",3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1746",238,2016,8,30,"LITTLE_BREWSTER","3","CABO",8,"I",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1747",239,2016,8,30,"LITTLE_BREWSTER","3","HESA",8,"I",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1748",240,2016,8,30,"LITTLE_BREWSTER","3","LADI",8,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1749",241,2016,8,29,"LITTLE_BREWSTER","2","SL",8,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1750",242,2016,8,29,"LITTLE_BREWSTER","2","PHGU",8,"I",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1751",243,2016,9,1,"LITTLE_BREWSTER","4","PHGU",16,"O",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1752",244,2016,8,25,"LITTLE_BREWSTER","1","SL",16,"O",11,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1753",245,2016,8,25,"LITTLE_BREWSTER","1","SLJ",16,"O",6,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1754",246,2016,8,25,"LITTLE_BREWSTER","1","PHGU",16,"O",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1755",247,2016,8,25,"LITTLE_BREWSTER","1","SADE",16,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea",NA
"1756",248,2016,8,30,"LITTLE_BREWSTER","3","SL",16,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1757",249,2016,8,30,"LITTLE_BREWSTER","3","SLJ",16,"O",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1758",250,2016,8,30,"LITTLE_BREWSTER","3","MYSP",16,"O",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1759",251,2016,8,29,"LITTLE_BREWSTER","2","SL",16,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1760",252,2016,8,29,"LITTLE_BREWSTER","2","SLJ",16,"O",5,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1761",253,2016,8,29,"LITTLE_BREWSTER","2","PHGU",16,"O",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1762",254,2016,9,1,"LITTLE_BREWSTER","4","SL",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1763",255,2016,9,1,"LITTLE_BREWSTER","4","SLJ",24,"I",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1764",256,2016,9,1,"LITTLE_BREWSTER","4","MYSP",24,"I",2,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1765",257,2016,8,25,"LITTLE_BREWSTER","1","SL",24,"I",7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1766",258,2016,8,25,"LITTLE_BREWSTER","1","SLJ",24,"I",3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1767",259,2016,8,25,"LITTLE_BREWSTER","1","CABO",24,"I",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1768",260,2016,8,25,"LITTLE_BREWSTER","1","HOAM",24,"I",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1769",261,2016,8,25,"LITTLE_BREWSTER","1","ASFO",24,"I",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1770",262,2016,8,25,"LITTLE_BREWSTER","1","PHGU",24,"I",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1771",263,2016,8,30,"LITTLE_BREWSTER","3","SL",24,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1772",264,2016,8,30,"LITTLE_BREWSTER","3","SLJ",24,"I",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1773",265,2016,8,30,"LITTLE_BREWSTER","3","CABO",24,"I",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1774",266,2016,8,30,"LITTLE_BREWSTER","3","HOAM",24,"I",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1775",267,2016,8,29,"LITTLE_BREWSTER","2","SL",24,"I",28,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1776",268,2016,8,29,"LITTLE_BREWSTER","2","SLJ",24,"I",9,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1777",269,2016,9,1,"LITTLE_BREWSTER","4","SL",32,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1778",270,2016,9,1,"LITTLE_BREWSTER","4","SLJ",32,"O",4,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1779",271,2016,9,1,"LITTLE_BREWSTER","4","CABO",32,"O",2,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
